time,distance,gyro_angle
0,0,0
1,0,0
6,0,0
11,0,0
16,0,0
21,0,0
26,0,0
31,0,0
36,0,0
41,0,0
46,0,0
51,0,0
56,0,0
61,0,0
66,0,0
71,0,0
76,0,0
81,0,0
86,0,0
91,0,0
96,0,0
101,0,0
106,0,0
111,0,0
116,0,0
121,0,0
126,0,0
131,0,0
136,0,0
141,0,0
146,0,0
151,0,0
156,0,0
161,0,0
166,0,0
171,0,0
176,0,0
181,0,0
186,0,0
191,0,0
196,0,0
201,0,0
206,0,0
211,0,0
216,0,0
221,0,0
226,0,0
231,0,0
236,0,0
241,0,0
246,0,0
251,-1,0
256,0,0
261,0,0
266,0,0
271,0,0
276,0,0
281,0,0
286,0,0
291,0,0
296,0,0
301,0,0
306,0,0
311,0,0
316,0,0
321,0,0
326,0,0
331,0,0
336,0,0
341,0,0
346,0,0
351,0,0
356,0,0
361,0,0
366,0,0
371,0,0
376,0,0
381,0,0
386,0,0
391,0,0
396,0,0
401,0,0
406,0,0
411,0,0
416,0,0
421,0,0
426,0,0
431,0,0
436,0,0
441,-1,0
446,-1,0
451,-1,0
456,-1,0
461,-1,0
466,-1,0
471,-1,0
476,-1,0
481,-1,0
486,-1,0
491,-1,0
496,-1,0
501,-1,0
506,-1,0
511,-1,0
516,-1,0
521,-1,0
526,-1,0
531,-1,0
536,-1,0
541,-1,0
546,0,0
551,-1,0
556,-1,0
561,-1,0
566,-1,0
571,0,0
576,0,0
581,-1,0
586,0,0
591,-1,0
596,-1,0
601,-1,0
606,-1,0
611,-1,0
616,0,0
621,0,0
626,0,0
631,0,0
636,-1,0
641,0,0
646,-1,0
651,-1,0
656,-1,0
661,-1,0
666,-1,0
671,-1,0
676,-1,0
681,-1,0
686,-1,0
691,0,0
696,-1,0
701,-1,0
706,0,0
711,0,0
716,0,0
721,0,0
726,0,0
731,0,0
736,0,0
741,0,0
746,0,0
751,0,0
756,0,0
761,0,0
766,0,0
771,0,0
776,0,0
781,0,0
786,0,0
791,0,0
796,0,0
801,0,0
806,0,0
811,0,0
816,0,0
821,0,0
826,0,0
831,0,0
836,0,0
841,0,0
846,0,0
851,0,0
856,0,0
861,0,0
866,0,0
871,0,0
876,0,0
881,0,0
886,0,0
891,0,0
896,0,0
901,0,0
906,0,0
911,0,0
916,0,0
921,0,0
926,0,0
931,0,0
936,0,0
941,0,0
946,0,0
951,0,0
956,0,0
961,0,0
966,0,0
971,0,0
976,0,0
981,0,0
986,0,0
991,0,0
996,0,0
1001,0,0
1006,0,0
1011,0,0
1016,0,0
1021,0,0
1026,0,0
1031,0,0
1036,0,0
1041,0,0
1046,0,0
1051,0,0
1056,0,0
1061,0,0
1066,0,0
1071,0,0
1076,0,0
1081,0,0
1086,0,0
1091,0,0
1096,0,0
1101,0,0
1106,0,0
1111,0,0
1116,0,0
1121,0,0
1126,0,0
1131,0,0
1136,0,0
1141,0,0
1146,0,0
1151,0,0
1156,0,0
1161,0,0
1166,0,0
1171,0,0
1176,0,0
1181,0,0
1186,0,0
1191,0,0
1196,0,0
1201,0,0
1206,0,0
1211,0,0
1216,0,0
1221,0,0
1226,0,0
1231,0,0
1236,0,0
1241,0,0
1246,0,0
1251,0,0
1256,0,0
1261,0,0
1266,0,0
1271,0,0
1276,0,0
1281,0,0
1286,0,0
1291,0,0
1296,0,0
1301,-1,0
1306,-1,0
1311,-1,0
1316,-1,0
1321,-1,0
1326,-1,0
1331,-1,0
1336,-1,0
1341,-1,0
1346,-1,0
1351,-1,0
1356,-1,0
1361,-1,0
1366,-1,0
1371,-1,0
1376,-1,0
1381,-1,0
1386,-1,0
1391,-1,0
1396,-1,0
1401,-1,0
1406,-1,0
1411,-1,0
1416,-1,0
1421,-1,0
1426,-1,0
1431,-1,0
1436,-1,0
1441,-1,0
1446,-1,0
1451,-1,1
1456,0,1
1461,-1,1
1466,0,1
1471,0,1
1476,0,1
1481,0,1
1486,0,1
1491,0,1
1496,0,1
1501,0,1
1506,0,1
1511,0,2
1516,1,2
1521,1,2
1526,1,2
1531,1,2
1536,1,2
1541,1,2
1546,1,2
1551,2,2
1556,2,2
1561,2,2
1566,2,2
1571,2,2
1576,2,2
1581,2,2
1586,3,2
1591,3,2
1596,3,2
1601,3,2
1606,3,2
1611,3,2
1616,3,2
1621,3,2
1626,3,2
1631,4,2
1636,4,2
1641,4,2
1646,4,2
1651,4,2
1656,4,2
1661,4,2
1666,4,2
1671,4,2
1676,4,2
1681,4,2
1686,4,3
1691,4,3
1696,4,3
1701,4,3
1706,4,3
1711,4,3
1716,5,3
1721,4,3
1726,4,3
1731,4,3
1736,4,3
1741,4,3
1746,4,4
1751,4,4
1756,4,4
1761,4,4
1766,4,4
1771,4,4
1776,4,4
1781,4,4
1786,5,4
1791,5,4
1796,5,4
1801,4,4
1806,4,4
1811,4,4
1816,4,4
1821,4,5
1826,4,5
1831,4,5
1836,4,5
1841,4,5
1846,4,5
1851,5,5
1856,5,5
1861,5,5
1866,5,5
1871,5,5
1876,5,5
1881,5,5
1886,6,5
1891,6,5
1896,6,5
1901,6,6
1906,7,6
1911,7,6
1916,7,6
1921,7,6
1926,8,6
1931,8,6
1936,8,6
1941,8,6
1946,8,6
1951,8,6
1956,9,6
1961,9,6
1966,9,6
1971,9,7
1976,9,7
1981,9,7
1986,9,7
1991,9,7
1996,9,7
2001,10,7
2006,10,7
2011,10,7
2016,10,7
2021,10,8
2026,10,8
2031,10,8
2036,10,8
2041,10,8
2046,10,8
2051,10,8
2056,10,8
2061,10,9
2066,10,9
2071,10,9
2076,10,9
2081,10,9
2086,10,9
2091,10,9
2096,10,9
2101,11,10
2106,11,10
2111,11,10
2116,11,10
2121,11,10
2126,11,10
2131,11,10
2136,11,10
2141,12,10
2146,12,11
2151,12,11
2156,12,11
2161,12,11
2166,12,11
2171,12,11
2176,13,11
2181,13,11
2186,13,11
2191,13,11
2196,14,12
2201,14,12
2206,14,12
2211,14,12
2216,14,12
2221,15,12
2226,15,12
2231,15,13
2236,15,13
2241,15,13
2246,15,13
2251,16,13
2256,16,13
2261,16,13
2266,16,14
2271,16,14
2276,17,14
2281,17,14
2286,17,14
2291,16,14
2296,17,14
2301,17,15
2306,17,15
2311,17,15
2316,18,15
2321,17,15
2326,17,15
2331,18,16
2336,18,16
2341,18,16
2346,18,16
2351,18,16
2356,18,16
2361,19,17
2366,19,17
2371,18,17
2376,19,17
2381,19,17
2386,19,17
2391,20,17
2396,19,18
2401,20,18
2406,21,18
2411,20,18
2416,20,18
2421,21,18
2426,21,19
2431,21,19
2436,22,19
2441,22,19
2446,21,19
2451,21,19
2456,22,20
2461,22,20
2466,22,20
2471,22,20
2476,22,20
2481,22,20
2486,22,21
2491,22,21
2496,23,21
2501,23,21
2506,23,21
2511,23,22
2516,23,22
2521,23,22
2526,23,22
