time,distance,gyro_angle
0,0,0
1,0,0
6,0,0
11,0,0
16,0,0
21,0,0
26,0,0
31,0,0
36,0,0
41,0,0
46,0,0
51,0,0
56,0,0
61,0,0
66,0,0
71,0,0
76,0,0
81,0,0
86,0,0
91,0,0
96,0,0
101,0,0
106,0,0
111,0,0
116,0,0
121,0,0
126,0,0
131,0,0
136,0,0
141,0,0
146,0,0
151,0,0
156,0,0
161,0,0
166,0,0
171,0,0
176,0,0
181,0,0
186,0,0
191,0,0
196,0,0
201,0,0
206,0,0
211,0,0
216,0,0
221,0,0
226,0,0
231,0,0
236,0,0
241,0,0
246,0,0
251,0,0
256,0,0
261,0,0
266,0,0
271,0,0
276,0,0
281,0,0
286,0,0
291,0,0
296,0,0
301,0,0
306,0,0
311,0,0
316,0,0
321,0,0
326,0,0
331,0,0
336,0,0
341,0,0
346,0,0
351,0,0
356,0,0
361,0,0
366,0,0
371,0,0
376,0,0
381,0,0
386,0,0
391,0,0
396,0,0
401,0,0
406,0,0
411,0,0
416,0,0
421,0,0
426,0,0
431,0,0
436,0,0
441,0,0
446,0,0
451,0,0
456,0,0
461,0,0
466,0,0
471,0,0
476,0,0
481,0,0
486,0,0
491,0,0
496,0,0
501,1,0
506,1,0
511,1,0
516,1,0
521,1,0
526,1,0
531,1,0
536,1,0
541,1,0
546,2,0
551,2,0
556,2,0
561,2,0
566,2,0
571,2,0
576,2,0
581,3,0
586,3,0
591,3,0
596,3,0
601,4,0
606,4,0
611,4,0
616,5,0
621,5,0
626,5,0
631,6,0
636,6,0
641,6,0
646,7,0
651,7,0
656,8,0
661,8,0
666,9,0
671,9,0
676,10,0
681,10,0
686,11,0
691,11,0
696,12,0
701,12,0
706,13,0
711,14,0
716,14,0
721,15,0
726,16,0
731,16,0
736,17,0
741,18,0
746,18,0
751,19,0
756,20,0
761,21,0
766,21,0
771,22,0
776,22,0
781,23,0
786,24,0
791,24,0
796,25,0
801,26,0
806,27,0
811,27,0
816,28,0
821,29,0
826,30,0
831,31,0
836,31,0
841,32,0
846,33,0
851,34,0
856,35,0
861,36,0
866,36,0
871,37,0
876,38,0
881,39,0
886,40,0
891,41,0
896,42,0
901,42,0
906,43,0
911,44,0
916,45,0
921,45,0
926,46,0
931,47,0
936,48,0
941,49,0
946,50,0
951,51,0
956,52,0
961,53,0
966,54,0
971,55,0
976,56,0
981,56,0
986,58,0
991,58,0
996,59,0
1001,60,0
1006,61,0
1011,62,0
1016,63,0
1021,64,0
1026,65,0
1031,66,0
1036,66,0
1041,67,0
1046,68,0
1051,69,0
1056,70,0
1061,71,0
1066,72,0
1071,73,0
1076,73,0
1081,74,0
1086,75,0
1091,76,0
1096,77,0
1101,78,0
1106,79,0
1111,80,0
1116,81,0
1121,81,0
1126,82,0
1131,83,0
1136,84,0
1141,85,0
1146,86,0
1151,87,0
1156,88,0
1161,88,0
1166,89,0
1171,90,0
1176,90,0
1181,91,0
1186,92,0
1191,93,0
1196,93,0
1201,94,0
1206,95,0
1211,96,0
1216,97,0
1221,98,0
1226,99,0
1231,99,0
1236,100,0
1241,101,0
1246,102,0
1251,102,0
1256,103,0
1261,104,0
1266,105,0
1271,106,0
1276,106,0
1281,107,0
1286,108,0
1291,109,0
1296,109,0
1301,110,0
1306,110,0
1311,111,0
1316,112,0
1321,113,0
1326,114,0
1331,115,0
1336,115,0
1341,116,0
1346,117,0
1351,118,0
1356,119,0
1361,119,0
1366,120,0
1371,121,0
1376,122,0
1381,122,0
1386,123,0
1391,124,0
1396,125,0
1401,126,0
1406,126,0
1411,127,0
1416,128,0
1421,129,0
1426,130,0
1431,130,0
1436,131,0
1441,132,0
1446,132,0
1451,133,0
1456,134,0
1461,135,0
1466,136,0
1471,136,0
1476,137,0
1481,138,0
1486,139,0
1491,140,0
1496,140,0
1501,141,0
1506,142,0
1511,143,0
1516,144,0
1521,145,0
1526,146,0
1531,147,0
1536,147,0
1541,148,0
1546,149,0
1551,150,0
1556,151,0
1561,152,0
1566,153,0
1571,154,0
1576,154,0
1581,155,0
1586,157,0
1591,157,0
1596,158,0
1601,159,0
1606,160,0
1611,161,0
1616,162,0
1621,163,0
1626,164,0
1631,165,0
1636,166,0
1641,167,0
1646,169,0
1651,170,0
1656,170,0
1661,172,0
1666,173,0
1671,173,0
1676,175,0
1681,176,0
1686,176,0
1691,178,-1
1696,179,-1
1701,179,-1
1706,181,-1
1711,182,-1
1716,183,-1
1721,184,-1
1726,185,-1
1731,186,-1
1736,187,-1
1741,189,-1
1746,190,-1
1751,191,-1
1756,193,-1
1761,194,-1
1766,194,-1
1771,196,-1
1776,197,-1
1781,198,-1
1786,199,-1
1791,200,-1
1796,202,-1
1801,203,-1
1806,204,-1
1811,205,-1
1816,207,-1
1821,208,-1
1826,209,-1
1831,211,-1
1836,212,-1
1841,213,-1
1846,215,-1
1851,216,-2
1856,217,-2
1861,219,-2
1866,220,-2
1871,221,-2
1876,222,-2
1881,224,-2
1886,225,-2
1891,227,-2
1896,228,-2
1901,230,-2
1906,231,-2
1911,233,-2
1916,234,-2
1921,236,-2
1926,238,-2
1931,239,-2
1936,241,-2
1941,242,-2
1946,243,-2
1951,244,-2
1956,246,-2
1961,247,-2
1966,249,-2
1971,251,-2
1976,252,-2
1981,253,-2
1986,255,-2
1991,256,-3
1996,258,-3
2001,259,-3
2006,261,-3
2011,262,-3
2016,263,-3
2021,264,-3
2026,266,-3
2031,267,-3
2036,268,-3
2041,270,-3
2046,271,-3
2051,272,-3
2056,274,-3
2061,275,-3
2066,277,-3
2071,278,-3
2076,279,-3
2081,281,-3
2086,282,-3
2091,283,-3
2096,284,-3
2101,286,-4
2106,287,-4
2111,288,-4
2116,289,-4
2121,291,-4
2126,292,-4
2131,293,-4
2136,295,-4
2141,296,-4
2146,297,-4
2151,298,-4
2156,300,-4
2161,301,-4
2166,302,-4
2171,303,-4
2176,305,-4
2181,306,-4
2186,308,-4
2191,308,-4
2196,310,-4
2201,311,-4
2206,312,-4
2211,314,-4
2216,315,-4
2221,316,-4
2226,318,-4
2231,319,-4
2236,320,-5
2241,322,-5
2246,323,-5
2251,324,-5
2256,326,-5
2261,327,-5
2266,328,-5
2271,330,-5
2276,330,-5
2281,331,-5
2286,333,-5
2291,334,-5
2296,335,-5
2301,337,-6
2306,338,-6
2311,339,-6
2316,340,-6
2321,341,-6
2326,343,-6
2331,344,-6
2336,345,-6
2341,346,-6
2346,348,-6
2351,349,-6
2356,350,-7
2361,351,-7
2366,352,-7
2371,353,-7
2376,354,-7
2381,356,-7
2386,356,-7
2391,358,-7
2396,359,-7
2401,360,-8
2406,361,-8
2411,362,-8
2416,364,-8
2421,364,-8
2426,366,-8
2431,367,-8
2436,368,-9
2441,369,-9
2446,371,-9
2451,372,-9
2456,373,-9
2461,374,-9
2466,375,-9
2471,376,-9
